gene10841	Xetrov90000001m.g
gene30124	LOC105946505
gene24868	mir22
gene906	aifm3-like
gene256	atp5f1
gene32886	wdr77
gene10138	gpr64
gene19709	adgrg2
gene25056	phka2
gene25144	LOC100496785
gene10252	Xetrov90004566m.g
gene30139	ppef1
gene17133	trnav-uac
gene22178	ptchd1
gene25658	phex
gene30861	sms
gene13185	Xetrov90004571m.g
gene6073	mbtps2
gene23441	smpx
gene31269	klhl34
gene27354	cnksr2
gene14691	Xetrov90004577m.g
gene8746	Xetrov90004578m.g
gene20695	LOC101734461
gene16756	rps6ka3
gene30369	LOC100335113
gene771	lrwd1
gene8283	alkbh4
gene19372	sh2b2
gene33450	cux1
gene10496	LOC100487751
gene12687	cux1
gene17012	myl10
gene22177	LOC108645855
gene1249	orai1
gene33064	LOC100494546
gene19643	col26a1
gene5717	ift22
gene7375	nos2
gene828	lyrm9
gene7400	prkrip1
gene26219	nlk
gene30585	LOC105946523
gene1380	ift20
gene1289	tnfaip1
gene17698	LOC108645840
gene14113	Xetrov90004605m.g
gene27635	sgsm2
gene9861	Xetrov90004606m.g
gene14324	Xetrov90004607m.g
gene3574	mnt
gene19045	mettl16
gene4832	pafah1b1
gene9482	Xetrov90004613m.g
gene9471	Xetrov90004614m.g
gene25550	cluh
gene2260	LOC100494383
gene30192	LOC105946713
gene32213	LOC100494858
gene29175	LOC105946524
gene21979	nynrin
gene15471	Xetrov90004620m.g
gene12363	Xetrov90004621m.g
gene18933	rap1gap2
gene14036	Xetrov90004623m.g
gene30249	LOC100495163
gene11437	Xetrov90004624m.g
gene27146	ncbp3
gene20896	lrrc75a
gene17862	tmem248
gene19906	LOC105946528
gene4251	rabgef1
gene5272	ccl5
gene4419	hip1
gene19456	epx
gene5793	cideb
gene292	slc13a5
gene1791	med31
gene19955	txndc17
gene20461	kiaa0753
gene9742	Xetrov90004642m.g
gene28088	pitpnm3
gene16174	fam64a
gene31856	aipl1
gene26584	LOC100490300
gene18925	LOC100495736
gene32768	LOC105946529
gene27577	LOC105948485
gene10487	Xetrov90004648m.g
gene24599	LOC108645765
gene19296	LOC108645766
gene13319	Xetrov90004649m.g
gene8921	Xetrov90004650m.g
gene9530	Xetrov90004651m.g
gene28362	LOC105948483
gene10432	Xetrov90004652m.g
gene22993	wscd1
gene32327	smtnl2
gene22496	LOC100489670
gene14236	LOC100489670
gene2854	guca1a
gene30652	guca1b
gene4107	c1orf74
gene2352	traf3ip3
gene19336	hsd11b1
gene6266	g0s2
gene28011	lamb3
gene22832	camk1g
gene27576	trnap-agg
gene23525	trnap-agg
gene19263	trnap-agg
gene8014	LOC100494487
gene26554	LOC100494323
gene10837	LOC100494163
gene15533	Xetrov90004670m.g
gene22491	LOC105946311
gene14126	Xetrov90004672m.g
gene12886	Xetrov90004673m.g
gene10163	Xetrov90004674m.g
gene11145	Xetrov90004675m.g
gene15653	Xetrov90004676m.g
gene11020	Xetrov90004677m.g
gene18350	LOC105946313
gene32672	LOC105946314
gene32568	LOC105946315
gene28531	LOC105946316
gene12160	LOC100492651
gene12095	LOC100492321
gene14728	LOC100492164
gene13626	LOC100491824
gene12408	LOC101732523
gene9872	LOC100491654
gene2564	LOC108645767
gene12339	Xetrov90004690m.g
gene12992	Xetrov90004691m.g
gene13946	LOC100491323
gene26481	mir205a
gene22367	LOC108645841
gene15874	LOC108645856
gene15845	plxna2
gene30277	LOC108645768
gene24991	cd34
gene18507	mir29b
gene27775	mir29c
gene10294	Xetrov90004696m.g
gene23617	pnpla1
gene857	LOC100135138
gene28675	LOC105946317
gene32641	kcna1
gene18112	kcna3
gene22721	kcna10
gene26728	trnaw-cca
gene30975	trnaw-cca
gene16152	trnaw-cca
gene33845	trnaw-cca
gene18995	trnaw-cca
gene31156	trnaw-cca
gene17834	trnaw-cca
gene20989	trnaw-cca
gene26057	trnaw-cca
gene32173	trnaw-cca
gene18862	trnaw-cca
gene21934	trnaw-cca
gene27083	trnaw-cca
gene27276	trnaw-cca
gene30077	trnaw-cca
gene28934	trnaw-cca
gene25017	trnaw-cca
gene18384	trnaw-cca
gene32935	trnaw-cca
gene32438	trnaw-cca
gene28394	trnaw-cca
gene16970	trnaw-cca
gene31400	trnaw-cca
gene29892	trnaw-cca
gene25793	trnaw-cca
gene28048	trnaw-cca
gene31998	trnaw-cca
gene18525	trnaw-cca
gene27143	trnaw-cca
gene26512	LOC105946530
gene10350	Xetrov90004702m.g
gene30457	trnag-gcc
gene15904	trnak-cuu
gene24550	trnag-gcc
gene22948	trnag-gcc
gene31439	trnak-cuu
gene17679	trnag-gcc
gene32146	trnag-gcc
gene26549	trnak-cuu
gene22495	trnag-gcc
gene20316	trnag-gcc
gene25433	trnak-cuu
gene28054	trnag-gcc
gene23934	trnag-gcc
gene25814	trnag-gcc
gene21726	trnag-gcc
gene33510	trnak-cuu
gene20128	trnag-gcc
gene16017	trnak-cuu
gene21157	trnag-gcc
gene29893	trnag-gcc
gene16486	trnak-cuu
gene21652	trnag-gcc
gene26753	trnag-gcc
gene20082	trnag-gcc
gene23247	trnag-gcc
gene25601	trnak-cuu
gene30682	trnag-gcc
gene17328	trnag-gcc
gene22540	trnag-gcc
gene26909	trnag-gcc
gene32031	trnak-cuu
gene28015	trnag-gcc
gene33604	trnag-gcc
gene18753	trnak-cuu
gene24151	trnag-gcc
gene25989	trnag-gcc
gene31085	trnag-gcc
gene20305	trnag-gcc
gene20478	trnak-cuu
gene18678	trnag-gcc
gene24156	trnag-gcc
gene22360	trnak-cuu
gene32153	trnag-gcc
gene30105	trnag-gcc
gene16840	trnak-cuu
gene31565	trnag-gcc
gene25206	trnag-gcc
gene18456	trnak-cuu
gene33034	trnag-gcc
gene29325	trnag-gcc
gene24816	trnak-cuu
gene15920	trnag-gcc
gene30464	trnag-gcc
gene26242	trnak-cuu
gene22224	trnag-gcc
gene31133	trnag-gcc
gene25951	trnak-cuu
gene23150	trnak-uuu
gene18007	sars
gene34161	kiaa1324
gene4791	c1orf194
gene25074	apobec2
gene5569	parl
gene7643	tmem167b
gene21811	hnf1b
gene2881	heatr6
gene1846	dynll2
gene24779	vti1b
gene18423	synrg
gene7473	arg2
gene833	ddx52
gene31230	c3orf52
gene7265	sft2d2
gene2629	timm17a
gene18907	lmod1
gene572	shisa4
gene7208	ipo9
gene3539	klhl12
gene1860	rabif
gene33426	tuba3c
gene3292	kdm5b
gene23278	adipor1
gene1200	cyb5r1
gene16893	LOC100487852
gene7165	lhx1
gene32177	aatf
gene28097	acaca
gene4993	tada2a
gene27442	LOC108645769
gene3828	srsf1
gene20260	LOC108645770
gene17663	vezf1
gene14731	Xetrov90004743m.g
gene4278	cuedc1
gene27959	guca1c
gene21641	morc1
gene12387	Xetrov90004747m.g
gene31013	pvrl3
gene27024	plcxd2
gene29598	abhd10
gene12088	Xetrov90004750m.g
gene5060	aunip
gene16364	stmn1
gene15163	Xetrov90004753m.g
gene2293	pafah2
gene26978	LOC101732853
gene20362	thdl18
gene15486	LOC101733023
gene1475	slc30a2
gene23053	trim63
gene6364	pdik1l
gene5028	fam110d
gene33601	LOC100497185
gene19220	tbrg1
gene16472	znf593
gene7843	LOC100496400
gene16371	cnksr1
gene20547	LOC101732121
gene26974	LOC105946485
gene30996	LOC101732232
gene31590	LOC105946652
gene17060	LOC101731948
gene1320	LOC108645874
gene14949	LOC100496264
gene7242	thdl17
gene14223	Xetrov90004776m.g
gene2298	cisd3
gene20811	cep85
gene5669	sh3bgrl3
gene4633	ubxn11
gene32135	LOC100493216
gene22239	aim1l
gene5316	lin28a
gene6076	dhdds
gene4302	hmgn2
gene18819	LOC108645873
gene8474	rps6ka1
gene29643	LOC108645875
gene16535	arid1a
gene6833	pigv
gene25277	LOC105946735
gene7837	gpn2
gene5742	gpatch3
gene1234	nudc
gene3253	kdf1
gene3647	trnp1
gene924	fam46b
gene11361	Xetrov90004801m.g
gene29926	slc9a1
gene19503	cd164l2
gene6565	sytl1
gene4150	tmem222
gene3941	wdtc1
gene16126	wasf2
gene30531	ahdc1
gene28451	fgr
gene3868	sesn2
gene4411	med18
gene6342	phactr4
gene29750	id3
gene3966	msra.2
gene1928	gngt2.1
gene2144	ythdf2
gene3082	gmeb1
gene5041	rab39a
gene8041	taf12
gene23526	LOC101732347
gene3042	asap3
gene6353	tcea3-like
gene26190	oprd1
gene1009	rcc1
gene4975	ctps1
gene2165	scmh1
gene25070	LOC100490156
gene21154	edn2
gene31016	hivep3
gene13047	Xetrov90004841m.g
gene1858	serinc2
gene717	LOC101733718
gene782	fabp3
gene21010	zcchc17
gene7082	snrnp40
gene3798	nkain1
gene6189	pum1
gene2476	dnajc8
gene4100	ptafr
gene878	eya3
gene2369	xkr8
gene3811	smpdl3b
gene7148	rpa2
gene28191	themis2
gene23044	ppp1r8
gene8059	manea
gene33197	LOC108645771
gene4632	utp11l
gene21369	pou3f1
gene14432	Xetrov90004865m.g
gene5085	rragc
gene19469	mycbp
gene34102	gja9
gene27509	rhbdl2
gene19021	akirin1
gene26717	cnr2
gene1578	pnrc2
gene12544	Xetrov90004873m.g
gene6267	srsf10
gene13963	Xetrov90004876m.g
gene3084	LOC100145027
gene30900	myom3
gene9865	Xetrov90004879m.g
gene21907	il22ra1
gene7833	ifnlr1
gene8198	cyp4f22
gene3288	cyp4f2
gene5401	grhl3
gene29257	stpg1
gene32032	nipal3
gene13122	Xetrov90004889m.g
gene1903	zbtb8b
gene33430	csf3r
gene20214	sh3d21
gene4138	thrap3
gene2137	rprc1-like
gene3967	LOC100485534
gene17672	LOC100485272
gene2065	trappc3
gene24312	col8a2
gene29423	LOC108645857
gene6374	adprhl2
gene32572	tekt2
gene18231	ago3
gene21228	ago1
gene25397	clspn
gene31812	ago4
gene17482	c1orf216
gene16964	psmb2
gene23862	tfap2e
gene6761	ncdn
gene34033	kiaa0319l
gene4627	zmym4
gene31324	znf706.2
gene32161	mir133d
gene22297	mir1b
gene6499	sfpq
gene3982	LOC108645772
gene25618	zmym6nb
gene24848	LOC108645773
gene3437	dlgap3
gene17338	LOC105946653
gene23400	htr1d
gene18218	hnrnpr
gene798	atpif1
gene1823	sdc3
gene13064	Xetrov90004930m.g
gene6015	laptm5
gene470	matn1
gene31897	ptpru
gene26201	LOC105946486
gene7394	LOC100497443
gene20755	mecr
gene27834	tmem244
gene2113	srsf4
gene16984	l3mbtl3
gene22284	tmem200b
gene30329	epb41
gene10834	Xetrov90004942m.g
gene5913	LOC100495928
gene6630	cited4
gene1547	stx12
gene4340	yrdc
gene9720	Xetrov90004947m.g
gene30440	mtf1
gene16086	inpp5b
gene21416	LOC100496959
gene14725	LOC100496959
gene33167	sf3a3
gene19944	LOC100489379
gene18165	LOC100489074
gene23336	fhl3
gene27164	epha10
gene11262	Xetrov90004956m.g
gene30119	LOC108645842
gene11254	Xetrov90004958m.g
gene1377	cdca8
gene3897	dnali1
gene19428	gnl2
gene24624	rspo1
gene27563	plekha6
gene32802	LOC108645858
gene17379	LOC105946439
gene8303	kiss1
gene25415	LOC105948328
gene30777	ren
gene9034	Xetrov90004970m.g
gene24574	sox13
gene27805	LOC108645774
gene10012	Xetrov90004972m.g
gene10657	Xetrov90004973m.g
gene29292	LOC105948383
gene24139	taf11
gene16675	LOC101731271
gene30054	LOC105948385
gene14781	Xetrov90004976m.g
gene8701	Xetrov90004977m.g
gene13087	Xetrov90004977m.g
gene11134	Xetrov90004978m.g
gene31916	uhrf1bp1
gene10753	Xetrov90004980m.g
gene26666	snrpc
gene7244	c6orf106
gene1982	spdef
gene23083	LOC100037835
gene20184	pacsin1
gene28001	LOC108645777
gene22935	LOC108645776
gene7692	LOC108645775
gene9156	Xetrov90004986m.g
gene33325	LOC105948363
gene4603	rpl10a
gene27245	smpd2
gene22133	LOC108645778
gene8724	Xetrov90004991m.g
gene11724	Xetrov90004993m.g
gene10787	Xetrov90004994m.g
gene4401	tulp1
gene12093	Xetrov90004996m.g
gene14986	LOC101732340
gene22892	clps
gene19933	srpk1
gene2566	mapk14
gene18817	zc3h11a
gene32491	LOC100488346
gene14495	Xetrov90005006m.g
gene7627	optc
gene21665	prelp
gene16317	fmod
gene2654	btg2
gene3039	LOC548945
gene20684	chia
gene5091	tomm6
gene4177	usp49
gene26470	pifo
gene4	chit1
gene11085	Xetrov90005017m.g
gene619	taf8
gene7921	bysl
gene24517	med20
gene29808	LOC100492268
gene4397	prickle4
gene5563	frs3
gene27027	LOC496913
gene5462	LOC100489782
gene4515	pgc-like.1
gene3880	pgc-like.2
gene19683	LOC105948334
gene1710	mgc108380
gene7416	tfeb
gene26579	mdfi
gene8468	foxp4
gene1660	trem2
gene16676	LOC100492428
gene20267	nfya
gene22824	sort1
gene17557	psma5
gene5079	sypl2
gene637	LOC101734093
gene6473	amigo1
gene33564	gpr61
gene6200	gnai3
gene4356	gnat2
gene18835	ampd2
gene16529	gstm1
gene29846	eps8l3
gene29174	LOC100492777
gene24231	ahcyl1
gene13569	ahcyl1
gene12951	ahcyl1
gene1194	strip1
gene32412	slc6a17
gene22520	kcnc4
gene1467	rbm15
gene7677	lamtor5
gene25866	prok1
gene31301	dhrs11
gene19763	ggnbp2
gene25049	pigw
gene1571	myo19
gene33215	LOC100492666
gene30055	dstyk
gene11795	Xetrov90005064m.g
gene16500	LOC101733380
gene22037	arl8a
gene27355	LOC100493594
gene32079	ube2t
gene3484	rbbp5
gene4957	gpr37l1
gene1995	elf3
gene1553	rnpep
gene21702	mpc2
gene25720	dcaf6
gene8057	znhit3
gene1425	tmcc2
gene19534	nuak2
gene7390	klhdc8a
gene34134	lemd1
gene18362	trnaw-cca
gene25064	trnaw-cca
gene30404	mir135-2
gene16767	cdk18
gene22167	mfsd4a
gene4524	elk4
gene33065	klf15.2
gene18585	slc45a3
gene299	nucks1
gene1519	rab29
gene4743	slc41a1
gene19450	LOC101732619
gene21475	pm20d1
gene25348	slc26a9
gene31702	rab7b
gene4459	ctse
gene21827	avpr1b
gene7873	fam72a
gene5829	srgap2
gene32200	ikbke
gene3582	rassf5
gene17051	eif2d
gene25028	dyrk3
gene25595	mapkapk2
gene32650	il10
gene14312	Xetrov90005111m.g
gene19331	il20
gene17243	trnak-cuu
gene27648	trnag-gcc
gene25567	trnak-cuu
gene23348	trnag-gcc
gene21355	trnag-gcc
gene33825	trnak-cuu
gene18216	trnag-gcc
gene23784	trnak-cuu
gene28683	trnag-gcc
gene33690	trnak-cuu
gene16176	trnag-gcc
gene28696	trnag-gcc
gene26739	trnak-cuu
gene27414	trnag-ucc
gene22640	trnag-gcc
gene17456	trnak-cuu
gene18783	trnag-gcc
gene32016	trnag-gcc
gene29281	trnak-cuu
gene23641	trnag-gcc
gene16177	trnak-cuu
gene34041	trnag-gcc
gene26702	trnak-cuu
gene31535	trnag-gcc
gene15774	trnag-gcc
gene20873	trnak-cuu
gene23749	trnag-gcc
gene28952	trnag-gcc
gene31674	trnak-cuu
gene18349	trnag-gcc
gene21103	trnag-gcc
gene26296	trnak-cuu
gene29045	trnag-gcc
gene20070	trnag-gcc
gene33985	trnak-cuu
gene27938	trnag-gcc
gene23021	trnag-gcc
gene17870	trnak-cuu
gene31095	trnag-gcc
gene25718	trnag-gcc
gene20928	trnag-gcc
gene32162	trnag-gcc
gene29254	trnak-cuu
gene20505	trnag-gcc
gene20157	trnak-cuu
gene32517	trnag-gcc
gene21656	trnag-gcc
gene24378	trnak-cuu
gene19065	trnag-gcc
gene29498	trnag-gcc
gene24226	trnak-cuu
gene16519	trnag-gcc
gene29812	trnak-cuu
gene18435	trnag-gcc
gene26519	trnag-gcc
gene28193	trnak-cuu
gene22941	trnag-gcc
gene15767	trnaw-cca
gene30222	trnaw-cca
gene27231	trnaw-cca
gene21909	trnaw-cca
gene90	ngf
gene8751	Xetrov90005115m.g
gene31579	tspan2
gene2427	LOC100498004
gene6402	stk38
gene24955	LOC101734178
gene2715	LOC100145165
gene702	cd53
gene27782	LOC101732167
gene4640	cry4
gene15083	Xetrov90005124m.g
gene10701	Xetrov90005124m.g
gene22371	LOC101732226
gene20230	tshb
gene2283	slc25a22
gene31653	sycp1
gene13359	sycp1
gene8999	sycp1
gene23050	nr1h5
gene21044	sike1
gene26388	csde1
gene7078	nras
gene16444	ampd1
gene23729	dennd2c
gene29150	trim33
gene26312	syt6
gene3494	olfml3
gene5889	hipk1
gene24870	rab44
gene9665	Xetrov90005146m.g
gene4710	cdkn1a
gene6077	srsf3
gene14668	Xetrov90005150m.g
gene9143	Xetrov90005152m.g
gene30627	adora1
gene8327	myog
gene4395	tmem183a
gene9533	LOC101734521
gene25385	LOC100487948
gene30892	sirt2
gene2229	gpr161
gene4404	dpt
gene6810	LOC105948450
gene16465	LOC101733165
gene2921	atp1b1
gene31880	nme7
gene6285	blzf1
gene29276	LOC100488106
gene6050	ccdc181
gene8130	slc19a2
gene17950	f5
gene8372	atg3
gene21550	slc35a5
gene20877	ccdc80
gene11912	LOC100490311
gene34090	mir222
gene28567	mir221
gene5063	kdm6a
gene31870	fundc1
gene4931	efhc2
gene21389	ndp
gene16064	maob
gene2138	maoa
gene27663	LOC100495198
gene12755	Xetrov90005187m.g
gene11522	Xetrov90005188m.g
gene14392	Xetrov90005188m.g
gene18004	LOC108645779
gene31291	LOC108645859
gene30052	cask
gene29649	gpr82
gene7447	gpr34
gene19394	nyx
gene5990	ddx3x
gene7387	rpl8
gene9012	usp9x
gene10722	usp9x
gene15111	usp9x
gene26662	usp9x
gene31917	med14
gene4838	cxorf38
gene1815	atp6ap2
gene10468	Xetrov90005203m.g
gene12792	Xetrov90005204m.g
gene28616	bcor
gene15454	Xetrov90005208m.g
gene2354	mid1ip1
gene8428	tspan7
gene21439	otc
gene14535	Xetrov90005213m.g
gene13708	Xetrov90005214m.g
gene26977	rpgr
gene11673	Xetrov90005215m.g
gene6877	srpx
gene16363	sytl5
gene2226	dynlt3
gene26908	mid1
gene10109	Xetrov90005222m.g
gene6997	clcn4
gene29355	wwc3
gene16290	LOC101731682
gene30617	cldn34
gene8278	shroom2
gene6097	gpr143
gene17720	tbl1x
gene9803	Xetrov90005232m.g
gene8642	Xetrov90005233m.g
gene18249	LOC100496142
gene18297	adora3
gene23479	LOC101734629
gene28615	LOC108645780
gene4498	rap1a
gene16269	LOC101735191
gene7802	fam212b
gene2999	ddx20
gene10549	kcnd3
gene30574	kcnd3
gene15259	Xetrov90005243m.g
gene32370	cttnbp2nl
gene8586	cttnbp2nl-like
gene25332	wnt2b
gene4457	st7l
gene6589	capza1
gene2618	mov10
gene27485	rhoc
gene24194	mirlet7b
gene19477	ppm1j
gene3759	slc16a1
gene20322	LOC101735013
gene10731	Xetrov90005258m.g
gene17408	fam19a3
gene18415	lrig2
gene33181	magi3
gene28093	phtf1
gene4035	rsbn1
gene19861	ptpn22
gene5939	LOC100492643
gene16512	ap4b1
gene1431	dclre1b
gene27099	LOC105948466
gene5912	arc3
gene7425	arc2
gene4476	c4bpa
gene18073	LOC100495298
gene22626	pfkfb2
gene17480	yod1
gene4233	c1orf116
gene29239	pigr
gene24746	kif21b
gene4997	cpne9
gene11400	Xetrov90005289m.g
gene5254	ppil1
gene16273	celsr2
gene5415	ppp1r12b
gene26547	LOC100493529
gene22516	nav1
gene5860	csrp1
gene26638	lad1
gene24704	tnni1
gene18341	tnnt2
gene21484	pkp1
gene33743	cacna1s
gene22683	rps10
gene1372	fance
gene7703	mkrn3
gene5875	ppard
gene15103	Xetrov90005312m.g
gene22976	def6
gene27679	anks1a
gene7233	cept1
gene22052	LOC105948400
gene16963	dennd2d
gene22300	nfasc
gene21260	cntn2
gene4537	LOC108645781
gene19966	mapk13
gene22874	brpf3
gene8466	tbc1d22b
gene22116	mybph
gene27254	LOC108645783
gene11141	bak1
gene30053	LOC101734904
gene16178	itpr3
gene21370	LOC108645782
gene9296	Xetrov90005335m.g
gene11777	Xetrov90005335m.g
gene26087	grm4
gene9003	Xetrov90005337m.g
gene10217	LOC100491626
gene31088	LOC108645784
gene19329	tomm7
gene15501	Xetrov90005342m.g
gene20853	LOC108645785
gene18707	LOC100487689
gene24010	grik3
gene22554	LOC108645786
gene7080	LOC100498165
gene31076	zc3h12a
gene17871	LOC100496975
gene28753	meaf6
gene4849	snip1
gene3259	c1orf109
gene4421	lsm10
gene26722	lhx3
gene3425	qsox2
gene16514	ccdc187
gene21431	gpsm1
gene12197	Xetrov90005359m.g
gene3933	dnlz
gene610	card9
gene6115	snapc4
gene27875	sdccag3
gene4327	pmpca
gene8521	inpp5e
gene14172	Xetrov90005367m.g
gene30472	sec16a
gene25244	notch1
gene19736	stk40
gene8491	oscp1
gene5100	mrps15
gene7979	olig4
gene6744	bsdc1
gene3048	marcksl1
gene2890	hdac1
gene2609	tor2a
gene19874	lck
gene8885	Xetrov90005384m.g
gene5937	fam167b
gene6269	LOC100216114
gene21873	eif3i
gene32234	tmem234
gene28124	LOC108645787
gene816	khdrbs1
gene7109	tmem39b
gene1722	kpna6
gene27464	txlna
gene32496	ccdc28b
gene22214	iqcc
gene26502	dcdc2b
gene6486	ptp4a2
gene12987	Xetrov90005402m.g
gene6292	spocd1
gene23738	LOC105946487
gene13443	Xetrov90005406m.g
gene16241	adgrb2
gene205	col16a1
gene3904	pef1
gene2277	tinagl1
gene17651	LOC108645860
gene22862	rims3
gene29313	nfyc
gene15850	mir30e
gene21335	mir30c-1
gene26395	kcnq4
gene6424	smap2
gene27751	col9a2
gene34112	csmd2
gene19775	LOC108645843
gene22795	LOC108645844
gene669	LOC100485578
gene33452	LOC105946488
gene29397	LOC105946489
gene21255	LOC105946490
gene16558	LOC108645861
gene28076	gjb4
gene17259	LOC101734565
gene1977	gjb3
gene7946	LOC100170463
gene5824	gja4
gene7268	LOC101734635
gene32172	trnad-guc
gene5167	zmpste24
gene8095	tmem30b
gene3197	kdm1a
gene27827	luzp1
gene4930	mtfr1l
gene6100	rlf
gene34034	man1c1
gene2659	ldlrap1
gene6736	tmem57
gene2076	rhd
gene976	tmem50a
gene16723	LOC734071
gene30164	LOC105946707
gene22374	runx3
gene26210	srrm1
gene28871	clic5
gene1542	ncmap
gene2163	rcan3
gene24858	rnf19b
gene1868	tmem54
gene4155	hpca
gene298	s100pbp
gene13132	Xetrov90005457m.g
gene21313	yars
gene34060	kiaa1522
gene19734	sync
gene23818	rbbp4
gene1343	zbtb8os
gene3198	zbtb8a.1
gene8334	zbtb8a.2
gene19887	ak2
gene185	azin2
gene20890	LOC100498594
gene33104	LOC100498433
gene24035	LOC108645845
gene19730	ndufs5
gene26320	macf1
gene5840	vav1
gene7095	fuca1
gene6733	gale
gene7304	lypla2
gene7803	pithd1
gene30125	tceb3
gene5348	rpl11
gene1308	eef1a1o
gene7404	ppt1
gene31898	cap1
gene4077	mfsd2a
gene21373	mycl
gene16102	trit1
gene603	LOC548655
gene94	hpcal4
gene23437	nt5c1a
gene7073	pabpc4
gene1469	ppie
gene33256	bmp8
gene12170	LOC100494571
gene23743	ypel2
gene6656	rpl23a
gene5741	dhx40
gene17714	cltc
gene4517	ptrh2
gene25369	vmp1
gene29503	ubqln4
gene7342	tubd1
gene33567	rps6kb1
gene462	rnft1
gene23726	LOC100490302
gene18455	med13
gene17023	LOC101731276
gene6791	ints2
gene22002	brip1
gene32842	LOC108645788
gene31624	tbx4
gene260	tbx2
gene7087	LOC101731542
gene17435	bcas3
gene4086	ppm1d
gene27486	appbp2
gene33757	usp32
gene19280	ca4
gene14300	Xetrov90005523m.g
gene3076	nle1
gene18177	LOC108645790
gene24672	ulk2
gene28797	LOC108645789
gene2560	aldh3a2
gene13775	LOC101733558
gene5954	LOC100489463
gene5964	LOC108645862
gene12974	LOC100489463
gene33563	LOC100489305
gene7235	unc45b
gene20375	pex12
gene8023	ap2b1
gene30955	rasl10b
gene23070	gas2l2
gene20323	mmp28
gene2272	taf15
gene4112	rhbdd2
gene8104	por
gene7068	tmem120a
gene7465	styxl1
gene7858	mdh2
gene4728	acy3
gene28815	srrm3
gene10887	Xetrov90005551m.g
gene24253	hspb1
gene7177	ywhag
gene21760	ssc4d
gene16616	LOC108645863
gene1787	rad51d
gene24340	dtx2
gene19145	upk3b
gene32485	rasa4
gene5417	syap1
gene12304	Xetrov90005562m.g
gene11527	Xetrov90005563m.g
gene14362	Xetrov90005564m.g
gene17945	LOC108645794
gene22893	LOC108645792
gene25923	LOC108645791
gene14798	Xetrov90005565m.g
gene9955	Xetrov90005566m.g
gene8669	Xetrov90005567m.g
gene11881	Xetrov90005567m.g
gene13651	Xetrov90005568m.g
gene15158	Xetrov90005568m.g
gene12820	Xetrov90005569m.g
gene31953	LOC105946494
gene30097	LOC105946495
gene24070	LOC108645793
gene13073	LOC100487282
gene11668	Xetrov90005571m.g
gene12694	Xetrov90005572m.g
gene8863	Xetrov90005573m.g
gene13370	Xetrov90005574m.g
gene22128	LOC108645795
gene1091	polr2j
gene7269	txlng
gene2811	rbbp7
gene22859	LOC100485266
gene18009	LOC100485113
gene33957	reps2
gene20498	LOC108645796
gene17234	nhs
gene31881	bend2
gene1677	rai2
gene32689	scml2
gene1712	smg8
gene8317	prr11
gene15236	Xetrov90005590m.g
gene4154	ska2
gene30746	mir130a
gene26562	mir301-1
gene28493	trim37
gene7988	ppm1e
gene4260	rad51c-like.1
gene27453	tex14
gene4290	LOC100496420
gene18670	doc2b
gene26888	rph3al
gene7096	c2h17orf97
gene4320	fam101b
gene20752	vps53
gene25824	slc47a1
gene3551	LOC100495963
gene32237	nxn
gene784	rnmtl1
gene112	glod4
gene3188	gemin4
gene12040	Xetrov90005609m.g
gene7290	fam57a
gene1120	rffl
gene8643	Xetrov90005613m.g
gene9163	Xetrov90005614m.g
gene513	LOC100491346
gene18275	tmem132e
gene33603	LOC105946513
gene18220	LOC105946710
gene23139	ccl4
gene13905	Xetrov90005618m.g
gene28352	LOC101730633
gene27363	kctd7
gene13755	Xetrov90005621m.g
gene22062	tpst1
gene14046	tpst1
gene4782	crcp
